StudentID,Age,Gender,AttendancePercentage,StudyHoursPerWeek,AssignmentCompletionRate,PreviousExamScore,ParticipationScore,ExtracurricularActivities,InternetAccessAtHome,ParentEducationLevel,FinalExamScore
858,18,Male,97,5,44,49,4,No,Yes,Graduate,65.96
859,20,Male,72,8,99,82,2,Yes,No,High School,84.2
860,18,Female,94,9,94,47,10,Yes,Yes,High School,85.45
861,20,Female,66,5,55,77,6,Yes,Yes,Graduate,78.26
862,20,Female,89,10,74,94,2,Yes,Yes,Postgraduate,94.29
863,21,Male,70,25,65,91,3,Yes,Yes,High School,92.11
864,17,Male,51,2,57,51,1,No,No,High School,45.47
865,20,Male,86,9,68,84,5,No,Yes,High School,81.23
866,19,Female,55,11,62,66,9,Yes,Yes,Graduate,92.8
867,22,Male,93,4,92,56,2,Yes,Yes,Postgraduate,79.73
868,23,Male,67,22,53,89,7,No,Yes,High School,99.75
869,17,Female,79,22,54,91,5,No,No,High School,84.64
870,17,Male,71,22,88,47,2,No,No,Postgraduate,85.87
871,17,Male,82,2,72,81,8,Yes,Yes,Graduate,80.75
872,21,Female,79,23,64,96,6,No,Yes,Graduate,100.0
873,20,Male,66,29,60,88,4,Yes,Yes,High School,100.0
874,21,Female,92,6,56,63,4,Yes,Yes,High School,69.25
875,20,Female,81,27,62,56,2,No,Yes,Graduate,86.42
876,21,Female,91,14,96,99,3,No,Yes,Graduate,97.0
877,21,Female,100,1,82,63,7,No,No,Graduate,68.91
878,22,Female,63,18,56,82,3,Yes,Yes,High School,79.02
879,19,Male,59,7,97,39,5,No,Yes,Graduate,65.57
880,21,Male,96,1,53,69,10,No,Yes,Postgraduate,89.93
881,22,Female,100,1,68,80,6,Yes,No,Postgraduate,86.37
882,18,Female,85,1,59,69,6,No,Yes,High School,72.17
883,19,Male,83,24,69,79,4,No,Yes,Graduate,100.0
884,21,Female,58,4,58,47,6,Yes,Yes,Graduate,64.86
885,23,Female,91,4,92,44,3,Yes,Yes,Postgraduate,70.52
886,17,Female,77,29,78,59,7,Yes,No,Graduate,100.0
887,18,Male,60,18,95,78,7,Yes,Yes,Postgraduate,99.77
888,18,Male,63,27,52,94,4,Yes,Yes,Postgraduate,100.0
889,22,Female,88,11,57,81,2,No,Yes,High School,71.87
890,18,Female,96,27,62,74,7,No,Yes,Graduate,100.0
891,19,Male,68,1,85,41,3,Yes,Yes,Graduate,54.64
892,21,Male,64,28,72,80,1,No,Yes,High School,98.91
893,21,Female,77,10,78,57,2,No,Yes,High School,75.09
894,23,Female,73,9,79,80,10,Yes,No,High School,95.32
895,17,Male,57,23,57,47,9,Yes,Yes,Graduate,99.95
896,22,Male,92,4,48,55,8,Yes,Yes,High School,72.07
897,17,Male,58,28,72,35,6,No,Yes,Postgraduate,91.49
898,18,Female,96,6,71,53,6,Yes,No,Graduate,77.27
899,23,Male,82,30,100,94,1,No,Yes,Graduate,100.0
900,17,Female,82,16,93,67,2,No,Yes,High School,74.56
901,19,Male,68,2,56,38,4,No,Yes,Graduate,51.97
902,21,Male,52,23,58,37,3,No,Yes,Graduate,76.84
903,18,Male,59,18,66,86,1,Yes,Yes,High School,81.84
904,23,Male,89,10,45,62,8,No,No,Postgraduate,91.3
905,17,Female,96,24,74,89,7,Yes,No,Graduate,100.0
906,22,Female,91,24,95,91,4,No,No,High School,100.0
907,19,Male,50,17,76,50,9,Yes,Yes,Postgraduate,98.85
908,19,Female,78,13,73,58,4,Yes,No,High School,77.75
909,17,Male,99,24,59,75,1,Yes,No,Graduate,100.0
910,21,Male,83,18,64,81,10,No,No,Graduate,100.0
911,17,Male,100,22,43,65,1,No,Yes,High School,84.68
912,18,Male,62,13,49,64,1,No,Yes,Graduate,61.75
913,17,Female,50,17,49,52,1,Yes,Yes,Graduate,72.93
914,19,Male,83,5,63,78,4,No,No,Graduate,69.47
915,23,Male,78,11,60,61,1,No,Yes,High School,65.22
916,17,Female,97,7,50,60,2,No,Yes,High School,71.1
917,21,Male,96,29,66,94,4,Yes,No,High School,100.0
918,23,Male,62,10,55,52,7,No,Yes,Postgraduate,76.34
919,22,Male,97,17,65,90,2,No,Yes,High School,90.03
920,20,Female,98,15,100,65,8,Yes,No,Graduate,100.0
921,17,Male,78,18,100,93,7,Yes,No,Postgraduate,100.0
922,21,Female,88,23,69,36,9,Yes,Yes,Graduate,91.42
923,23,Male,73,22,88,73,6,Yes,No,Postgraduate,100.0
924,21,Male,75,19,55,95,4,Yes,Yes,Postgraduate,100.0
925,22,Female,66,30,46,97,6,Yes,Yes,High School,100.0
926,19,Male,56,26,55,52,4,No,Yes,High School,79.39
927,21,Male,62,2,74,51,7,No,Yes,High School,68.01
928,23,Female,54,26,97,73,9,Yes,Yes,High School,100.0
929,21,Female,75,4,55,88,3,No,Yes,Graduate,72.06
930,21,Female,98,3,79,69,3,Yes,No,High School,67.74
931,21,Female,52,7,51,45,2,No,Yes,Graduate,52.43
932,18,Female,56,24,74,95,1,Yes,No,High School,88.67
933,18,Male,98,18,88,78,1,Yes,Yes,High School,90.08
934,19,Female,88,10,60,59,3,No,Yes,Graduate,68.43
935,17,Male,50,7,89,82,7,No,No,High School,83.22
936,21,Male,98,8,82,66,9,No,No,Graduate,82.05
937,22,Male,66,6,75,38,2,No,Yes,Postgraduate,61.03
938,17,Female,92,22,87,72,7,No,Yes,Graduate,100.0
939,22,Female,74,26,56,97,1,No,Yes,High School,100.0
940,17,Male,52,1,71,81,2,No,Yes,Postgraduate,69.05
941,19,Female,64,4,80,35,6,No,No,High School,51.65
942,21,Female,78,14,45,37,5,Yes,Yes,Graduate,68.55
943,21,Female,92,17,63,96,8,No,Yes,High School,100.0
944,20,Female,81,20,66,98,2,No,Yes,High School,90.9
945,22,Male,75,18,59,51,1,Yes,Yes,Postgraduate,82.79
946,17,Male,65,11,64,96,7,Yes,Yes,High School,92.45
947,17,Female,74,29,41,69,6,Yes,Yes,Postgraduate,100.0
948,18,Male,77,21,48,47,8,Yes,Yes,High School,92.55
949,20,Female,58,26,67,69,8,No,Yes,Postgraduate,97.46
950,23,Female,50,14,92,77,2,No,Yes,Postgraduate,81.82
951,23,Male,78,9,100,36,8,Yes,Yes,Graduate,83.24
952,18,Male,71,27,77,90,6,Yes,Yes,Graduate,100.0
953,18,Male,65,15,42,85,9,No,No,Graduate,73.63
954,18,Female,90,12,59,88,7,No,Yes,Postgraduate,97.7
955,22,Male,100,10,45,50,2,No,Yes,High School,67.01
956,22,Female,93,19,78,52,8,No,No,Graduate,88.14
957,19,Male,100,24,72,41,9,Yes,Yes,High School,89.64
958,19,Male,90,19,94,79,7,No,Yes,High School,99.86
959,18,Female,56,6,40,70,4,Yes,Yes,High School,62.88
960,20,Female,63,20,76,75,9,Yes,Yes,Graduate,100.0
961,17,Female,78,24,45,76,4,Yes,Yes,Postgraduate,88.16
962,22,Female,68,27,84,41,4,No,Yes,High School,88.17
963,20,Female,68,6,73,49,9,Yes,Yes,Graduate,82.69
964,21,Female,51,8,86,94,8,No,Yes,Graduate,94.68
965,22,Female,90,1,54,74,4,Yes,No,Graduate,75.01
966,22,Female,94,22,84,71,8,No,Yes,Postgraduate,100.0
967,19,Male,64,17,65,89,8,Yes,Yes,High School,100.0
968,17,Female,52,17,96,90,7,Yes,No,High School,93.83
969,17,Female,60,24,53,78,10,No,Yes,High School,100.0
970,23,Male,95,15,97,91,6,No,Yes,Postgraduate,100.0
971,23,Female,79,7,93,40,8,Yes,No,Postgraduate,82.56
972,23,Male,89,19,46,66,7,Yes,Yes,High School,99.58
973,23,Male,67,22,85,52,5,No,Yes,High School,91.66
974,21,Female,100,25,97,41,4,Yes,No,Graduate,92.14
975,21,Male,97,23,70,42,2,No,Yes,Graduate,78.01
976,22,Female,51,28,63,98,8,No,Yes,Graduate,100.0
977,18,Male,81,3,98,41,9,Yes,No,Postgraduate,86.35
978,19,Male,57,30,70,75,4,No,Yes,Postgraduate,100.0
979,19,Male,71,30,68,74,4,Yes,No,Postgraduate,100.0
980,23,Female,55,29,81,37,5,No,Yes,Graduate,89.16
981,22,Female,61,22,71,51,2,No,Yes,High School,78.81
982,20,Male,96,11,56,86,7,Yes,Yes,Graduate,94.25
983,18,Male,89,20,53,56,5,No,Yes,Graduate,81.39
984,22,Female,85,30,79,38,6,Yes,Yes,High School,100.0
985,18,Female,64,29,75,40,4,No,Yes,High School,95.99
986,18,Male,77,19,97,72,8,No,Yes,Graduate,100.0
987,18,Male,98,9,87,60,8,No,Yes,Graduate,77.94
988,22,Female,94,10,63,45,5,No,Yes,Graduate,78.93
989,23,Female,67,2,84,51,6,Yes,Yes,High School,70.34
990,19,Female,51,1,93,65,3,No,No,Graduate,57.46
991,19,Female,62,30,66,69,1,No,Yes,High School,79.94
992,23,Female,94,16,64,50,9,No,Yes,Graduate,89.73
993,18,Male,64,18,98,52,9,Yes,No,Graduate,97.02
994,20,Female,69,23,71,96,3,Yes,Yes,Postgraduate,99.67
995,17,Male,78,26,91,61,4,Yes,Yes,Graduate,100.0
996,22,Female,91,17,57,69,7,Yes,Yes,Graduate,100.0
997,17,Male,78,6,85,79,2,No,No,Graduate,75.79
998,23,Female,52,14,57,69,3,No,Yes,Graduate,65.89
999,20,Female,68,23,76,62,6,No,Yes,High School,90.79
1000,22,Male,52,25,65,43,8,Yes,No,Graduate,93.07
1001,23,Male,63,15,48,49,1,Yes,No,Graduate,67.64
1002,18,Female,89,14,99,55,4,No,Yes,Graduate,82.15
1003,19,Female,53,24,74,86,1,No,Yes,High School,85.54
1004,17,Female,60,22,47,69,2,No,No,Postgraduate,77.33
1005,21,Female,80,3,59,85,8,Yes,Yes,High School,80.74
1006,21,Female,92,24,93,89,6,No,Yes,High School,100.0
1007,20,Male,81,23,81,78,9,No,Yes,Postgraduate,100.0
1008,18,Male,76,19,61,99,2,Yes,Yes,Postgraduate,98.16
1009,17,Female,79,25,58,59,3,Yes,No,High School,87.25
1010,18,Male,92,12,69,81,9,No,Yes,Postgraduate,100.0
1011,17,Male,51,2,92,90,9,Yes,No,High School,74.59
1012,20,Male,98,3,67,72,6,No,Yes,Graduate,83.9
1013,20,Female,58,18,74,45,3,No,Yes,Graduate,70.01
1014,21,Male,77,29,82,49,5,No,Yes,Graduate,100.0
1015,18,Female,80,1,50,35,2,No,Yes,Graduate,50.82
1016,22,Male,83,20,70,41,7,Yes,No,High School,88.69
1017,21,Female,64,21,88,35,10,Yes,Yes,High School,92.33
1018,18,Male,97,29,87,83,8,Yes,Yes,Graduate,100.0
1019,21,Female,74,6,78,63,6,No,Yes,High School,73.5
1020,22,Female,85,5,75,60,8,No,No,Postgraduate,87.56
1021,19,Male,57,1,69,79,2,No,No,Graduate,57.18
1022,19,Female,58,19,62,46,3,Yes,Yes,High School,77.48
1023,19,Female,86,1,58,66,7,Yes,Yes,Graduate,83.59
1024,19,Female,97,27,51,54,10,No,Yes,High School,98.66
1025,23,Female,94,21,54,85,1,Yes,Yes,High School,94.01
1026,17,Female,88,21,70,70,7,Yes,Yes,Graduate,98.77
1027,23,Female,81,16,82,35,6,Yes,Yes,Postgraduate,88.2
1028,23,Female,66,12,76,61,8,Yes,Yes,Graduate,96.62
1029,23,Female,84,27,76,74,7,No,Yes,High School,100.0
1030,19,Male,86,29,54,48,4,Yes,Yes,Graduate,95.38
1031,22,Male,68,22,68,40,3,No,Yes,High School,71.43
1032,20,Female,93,8,89,67,3,Yes,Yes,High School,79.8
1033,20,Female,78,26,82,89,4,No,Yes,Postgraduate,100.0
1034,17,Male,56,16,65,53,9,No,Yes,Postgraduate,85.46
1035,19,Male,77,28,83,63,9,Yes,Yes,High School,100.0
1036,19,Male,58,1,41,95,2,No,Yes,Graduate,64.67
1037,19,Female,77,4,59,58,5,No,No,Postgraduate,60.68
1038,21,Male,55,10,54,57,1,Yes,Yes,High School,62.35
1039,18,Female,78,11,91,44,4,No,No,High School,77.71
1040,21,Female,66,17,43,88,2,Yes,Yes,Postgraduate,89.71
1041,18,Male,65,25,61,75,8,No,Yes,Graduate,100.0
1042,19,Female,72,27,89,83,4,Yes,Yes,High School,100.0
1043,19,Female,80,23,77,51,5,Yes,Yes,High School,91.36
1044,21,Female,52,7,62,90,4,Yes,Yes,High School,75.75
1045,21,Female,70,12,98,79,5,Yes,Yes,Graduate,80.42
1046,18,Male,75,21,65,64,5,Yes,Yes,Graduate,94.92
1047,20,Male,85,7,90,78,5,No,No,Graduate,87.68
1048,18,Female,91,12,50,89,3,No,Yes,Graduate,80.01
1049,21,Female,86,15,67,53,7,Yes,Yes,High School,87.31
1050,22,Male,71,2,95,63,3,No,Yes,High School,67.42
1051,21,Female,91,14,41,36,2,No,Yes,High School,65.85
1052,22,Male,61,13,98,70,3,No,Yes,Postgraduate,84.96
1053,17,Female,91,4,47,53,3,Yes,Yes,Graduate,66.65
1054,21,Female,62,14,68,41,8,Yes,Yes,High School,72.34
1055,17,Male,60,14,50,60,4,No,Yes,Graduate,66.73
1056,20,Male,65,16,76,72,3,Yes,Yes,Postgraduate,90.76
1057,18,Male,57,7,57,37,10,Yes,Yes,Graduate,70.0
1058,22,Male,89,19,94,77,5,No,No,High School,88.45
1059,18,Female,89,2,89,96,4,Yes,No,High School,84.34
1060,17,Male,94,10,53,58,9,Yes,No,High School,76.33
1061,22,Female,51,18,93,73,8,Yes,Yes,Postgraduate,100.0
1062,18,Male,79,29,49,78,7,Yes,Yes,Graduate,97.82
1063,21,Male,79,17,74,39,8,Yes,Yes,Graduate,87.91
1064,19,Female,61,5,48,89,5,No,Yes,Postgraduate,70.37
1065,17,Male,59,12,74,64,4,Yes,Yes,Postgraduate,85.98
1066,18,Male,93,6,50,63,7,Yes,No,High School,72.84
1067,17,Male,60,22,83,60,1,No,Yes,High School,85.06
1068,23,Male,64,9,51,60,6,No,Yes,Graduate,74.64
1069,17,Female,65,20,42,71,8,Yes,Yes,High School,85.91
1070,22,Female,66,1,92,87,7,No,Yes,Graduate,77.61
1071,23,Male,75,22,78,64,2,Yes,Yes,Postgraduate,91.68
1072,22,Male,51,15,53,37,7,No,Yes,Graduate,69.41
1073,19,Male,99,21,95,77,6,Yes,Yes,High School,100.0
1074,23,Female,61,26,67,41,5,No,Yes,High School,86.79
1075,21,Female,100,6,50,83,4,Yes,Yes,High School,80.42
1076,17,Female,75,19,78,75,1,No,Yes,Postgraduate,85.59
1077,18,Female,72,18,64,88,2,Yes,No,High School,82.04
1078,20,Male,67,6,60,61,7,Yes,Yes,High School,68.87
1079,17,Male,81,13,49,42,10,Yes,Yes,High School,82.95
1080,17,Male,98,1,82,66,3,No,No,Postgraduate,70.33
1081,19,Female,87,23,54,98,5,No,Yes,Graduate,100.0
1082,21,Male,96,23,58,44,8,Yes,Yes,Postgraduate,99.8
1083,20,Female,52,26,87,47,8,Yes,Yes,Graduate,99.39
1084,23,Female,87,13,61,97,6,Yes,Yes,Graduate,89.14
1085,23,Male,52,7,60,69,5,Yes,Yes,High School,63.26
1086,23,Male,79,15,99,95,2,No,Yes,High School,87.24
1087,22,Male,50,12,91,88,9,No,Yes,Graduate,92.73
1088,22,Female,79,27,83,42,1,No,Yes,Postgraduate,81.09
1089,18,Female,94,26,71,63,2,Yes,No,High School,87.48
1090,20,Male,81,1,89,75,1,Yes,Yes,High School,71.77
1091,23,Male,77,15,62,64,4,No,Yes,Graduate,75.9
1092,22,Female,70,4,52,55,4,No,Yes,High School,58.24
1093,18,Male,95,13,44,45,5,No,Yes,Graduate,76.11
1094,21,Female,62,23,43,36,5,No,No,High School,75.93
1095,18,Female,76,27,67,84,8,Yes,No,High School,100.0
1096,22,Male,85,25,53,75,3,Yes,Yes,High School,96.61
1097,19,Male,56,5,47,37,6,Yes,No,Graduate,61.44
1098,19,Male,71,29,48,85,3,No,Yes,Graduate,100.0
1099,23,Male,59,2,96,59,2,Yes,No,High School,66.23
1100,19,Female,88,23,90,64,8,No,Yes,Postgraduate,97.88
1101,23,Female,64,26,74,45,1,No,Yes,High School,78.13
1102,23,Female,64,1,76,51,9,No,Yes,High School,67.33
1103,22,Male,53,16,60,60,7,No,Yes,Graduate,80.21
1104,19,Female,81,23,97,57,10,No,Yes,High School,100.0
1105,23,Male,72,6,57,90,4,Yes,No,Graduate,75.46
1106,20,Male,55,23,72,86,3,Yes,No,Postgraduate,100.0
1107,21,Male,73,16,47,82,6,Yes,Yes,Graduate,88.22
1108,18,Male,69,14,90,54,9,No,Yes,Graduate,88.41
1109,18,Male,86,29,88,36,9,Yes,No,Graduate,100.0
1110,22,Male,69,26,56,65,4,No,Yes,High School,95.47
1111,19,Female,61,3,82,61,10,Yes,Yes,Graduate,81.34
1112,19,Male,82,15,70,36,5,No,Yes,High School,69.82
1113,23,Female,77,3,73,38,9,No,Yes,Postgraduate,63.73
1114,17,Female,57,23,45,47,2,Yes,Yes,High School,72.79
1115,23,Male,50,29,61,69,2,No,Yes,Graduate,91.69
1116,21,Male,86,2,53,40,5,Yes,Yes,Postgraduate,60.59
1117,20,Male,71,1,42,65,1,Yes,Yes,Graduate,55.58
1118,18,Female,55,9,51,44,8,Yes,No,Postgraduate,69.66
1119,23,Male,70,9,75,55,5,No,Yes,Graduate,64.44
1120,17,Female,81,23,51,57,10,No,Yes,High School,96.54
1121,17,Male,84,7,84,37,2,No,Yes,Postgraduate,68.13
1122,23,Male,64,3,41,66,9,No,Yes,High School,68.5
1123,22,Female,54,26,41,54,2,Yes,Yes,High School,86.16
1124,18,Female,95,18,54,63,7,No,Yes,Graduate,89.84
1125,22,Male,99,11,62,86,8,Yes,Yes,Graduate,96.49
1126,20,Female,97,7,68,80,6,Yes,Yes,Postgraduate,100.0
1127,17,Female,55,9,56,68,7,No,Yes,Postgraduate,71.56
1128,17,Female,74,1,71,95,1,No,Yes,Postgraduate,69.35
1129,21,Female,95,29,46,45,4,Yes,Yes,High School,93.55
1130,20,Female,89,14,69,97,7,No,Yes,Graduate,100.0
1131,17,Male,78,20,67,55,1,Yes,No,Graduate,83.92
1132,20,Male,56,6,53,37,1,No,Yes,Postgraduate,45.75
1133,18,Female,89,7,83,44,6,No,Yes,High School,80.34
1134,19,Male,62,10,69,61,4,Yes,Yes,High School,74.87
1135,17,Male,87,7,56,46,3,Yes,No,Postgraduate,63.0
1136,21,Female,67,26,71,41,5,Yes,Yes,High School,84.47
1137,18,Male,51,2,85,51,9,No,Yes,Graduate,69.81
1138,23,Female,57,30,45,99,10,No,Yes,High School,100.0
1139,20,Female,60,4,90,98,10,No,Yes,Graduate,94.16
1140,23,Male,82,21,63,60,10,Yes,Yes,Graduate,100.0
1141,22,Female,87,30,45,49,3,Yes,Yes,High School,94.94
1142,18,Female,97,28,66,67,5,No,Yes,Graduate,97.34
1143,23,Female,76,17,57,96,10,Yes,No,High School,100.0
1144,17,Female,69,1,63,81,5,No,Yes,High School,63.23
1145,20,Female,61,10,76,69,9,Yes,Yes,High School,83.47
1146,19,Male,92,19,95,99,10,No,Yes,Graduate,100.0
1147,18,Male,80,15,63,59,4,No,Yes,High School,77.11
1148,17,Female,76,10,77,91,1,No,Yes,Graduate,84.92
1149,21,Female,81,19,73,66,10,Yes,No,Graduate,100.0
1150,22,Male,59,12,79,97,5,Yes,Yes,Graduate,92.36
1151,20,Female,52,24,86,46,1,No,Yes,Graduate,86.99
1152,18,Male,94,16,54,97,6,No,Yes,Graduate,96.38
1153,18,Female,76,9,50,35,10,No,No,High School,63.25
1154,19,Female,84,15,61,85,10,No,Yes,Graduate,100.0
1155,19,Female,80,30,93,42,7,No,Yes,High School,100.0
1156,21,Female,64,27,63,39,1,No,Yes,Postgraduate,81.68
1157,22,Female,65,28,40,73,10,Yes,Yes,Postgraduate,100.0
1158,21,Female,62,17,57,57,4,Yes,Yes,High School,76.22
1159,17,Female,98,14,83,86,9,Yes,No,Graduate,100.0
1160,17,Male,84,27,51,38,1,Yes,Yes,Postgraduate,86.02
1161,21,Male,60,18,96,81,9,No,Yes,High School,98.9
1162,22,Male,70,26,82,55,8,No,Yes,Graduate,100.0
1163,21,Female,100,2,67,90,5,No,Yes,High School,78.87
1164,22,Female,60,4,79,93,6,Yes,Yes,Graduate,84.72
1165,22,Female,79,18,99,41,7,Yes,Yes,Postgraduate,90.02
1166,23,Female,97,7,46,83,4,No,Yes,Graduate,73.09
1167,20,Female,84,13,62,50,6,Yes,No,Graduate,84.61
1168,22,Female,71,15,60,51,7,Yes,Yes,Postgraduate,79.88
1169,19,Female,87,25,73,68,6,No,Yes,Graduate,100.0
1170,22,Male,80,23,50,67,6,No,Yes,Graduate,94.68
1171,22,Female,63,28,61,60,2,No,Yes,Graduate,94.47
1172,22,Male,73,22,81,97,5,Yes,Yes,Graduate,100.0
1173,23,Male,99,26,74,75,3,No,Yes,Postgraduate,100.0
1174,23,Female,98,1,91,92,7,No,Yes,Postgraduate,91.6
1175,17,Female,81,11,68,44,4,No,No,Graduate,57.5
1176,23,Male,85,10,81,49,1,Yes,Yes,Graduate,71.58
1177,19,Male,81,25,67,76,6,Yes,Yes,High School,100.0
1178,19,Female,64,5,98,91,6,No,Yes,Postgraduate,91.38
1179,23,Female,92,16,57,51,7,No,No,Graduate,79.64
1180,21,Male,84,11,53,94,8,Yes,No,Graduate,91.82
1181,20,Female,52,21,57,43,3,Yes,Yes,High School,79.06
1182,23,Female,65,6,67,70,6,No,Yes,Postgraduate,75.42
1183,22,Female,54,9,63,70,10,Yes,Yes,High School,74.13
1184,18,Male,70,13,47,82,2,No,Yes,High School,76.15
1185,20,Male,59,24,81,85,9,No,Yes,Graduate,100.0
1186,20,Male,68,8,93,56,2,Yes,No,Graduate,74.67
1187,19,Female,74,14,84,40,3,No,Yes,High School,67.32
1188,20,Female,53,24,92,60,10,No,No,Graduate,100.0
1189,23,Male,78,1,47,37,2,Yes,Yes,High School,50.81
1190,22,Male,68,17,43,86,9,No,Yes,High School,97.52
1191,22,Male,92,24,66,94,1,Yes,Yes,High School,100.0
1192,17,Female,51,5,75,97,5,No,Yes,Postgraduate,86.03
1193,22,Male,59,25,44,99,1,No,No,High School,83.59
1194,22,Male,92,2,72,86,5,Yes,Yes,High School,68.85
1195,19,Female,74,25,88,48,8,Yes,Yes,Graduate,100.0
1196,22,Female,69,28,73,62,8,Yes,Yes,Graduate,100.0
1197,17,Female,97,30,69,44,8,Yes,Yes,Graduate,100.0
1198,18,Male,68,24,47,91,2,Yes,No,Postgraduate,99.69
1199,23,Female,72,9,78,84,8,Yes,Yes,Postgraduate,96.33
1200,19,Female,73,4,86,48,5,No,Yes,High School,68.91
1201,18,Male,60,17,65,50,1,Yes,Yes,Graduate,84.17
1202,19,Female,95,17,96,88,7,No,Yes,Graduate,100.0
1203,21,Male,83,21,76,77,6,Yes,Yes,High School,97.31
1204,20,Male,77,18,73,76,5,No,Yes,High School,82.96
1205,21,Female,54,16,46,56,1,No,Yes,Graduate,68.18
1206,22,Female,54,30,79,53,1,Yes,No,High School,86.56
1207,18,Female,100,8,67,73,6,No,Yes,Postgraduate,80.66
1208,22,Female,70,26,78,53,10,No,Yes,Graduate,100.0
1209,20,Female,61,11,78,50,7,No,Yes,High School,78.12
1210,19,Female,99,21,67,88,10,Yes,No,High School,100.0
1211,20,Male,53,21,53,59,10,Yes,Yes,Postgraduate,100.0
1212,17,Male,98,18,92,52,1,No,Yes,High School,86.92
1213,20,Female,91,23,89,57,9,Yes,Yes,Graduate,100.0
1214,17,Male,69,29,77,45,4,Yes,Yes,Graduate,100.0
1215,20,Female,87,24,43,73,5,No,Yes,Postgraduate,98.62
1216,23,Male,74,10,81,59,2,No,No,Graduate,79.12
1217,17,Male,63,13,57,97,10,Yes,Yes,High School,100.0
1218,18,Male,60,17,83,64,8,Yes,Yes,High School,94.82
1219,22,Female,81,18,87,79,2,Yes,Yes,Graduate,95.99
1220,22,Male,60,10,64,95,3,No,Yes,Postgraduate,77.11
1221,21,Female,67,16,46,85,9,Yes,Yes,High School,91.99
1222,22,Male,76,20,77,43,2,Yes,Yes,Graduate,81.69
1223,19,Male,67,5,67,36,6,Yes,Yes,High School,55.54
1224,23,Male,72,13,44,39,4,No,Yes,Postgraduate,69.79
1225,20,Male,60,18,42,96,7,No,Yes,Graduate,89.88
1226,21,Male,70,17,83,86,6,No,Yes,High School,93.13
1227,19,Female,93,9,70,39,10,Yes,Yes,High School,85.6
1228,19,Female,54,14,86,93,9,Yes,No,High School,95.57
1229,17,Male,72,17,81,43,9,No,No,Graduate,88.4
1230,22,Male,90,29,97,56,10,Yes,Yes,Graduate,100.0
1231,18,Male,74,4,59,61,4,Yes,Yes,High School,60.46
1232,18,Male,90,18,58,44,1,Yes,Yes,Postgraduate,83.01
1233,21,Female,59,27,87,95,2,No,Yes,Graduate,100.0
1234,23,Male,71,20,99,85,8,Yes,Yes,Graduate,100.0
1235,18,Female,68,24,50,44,10,Yes,Yes,High School,100.0
1236,20,Male,50,24,79,40,8,No,Yes,High School,84.54
1237,18,Female,56,15,42,96,2,Yes,No,Graduate,70.45
1238,21,Male,53,11,62,39,4,No,Yes,Graduate,58.56
1239,18,Male,50,12,46,97,1,Yes,Yes,Graduate,81.35
1240,20,Female,64,9,62,90,7,No,Yes,Postgraduate,88.09
1241,17,Male,89,13,100,93,4,No,Yes,Graduate,90.93
1242,23,Male,61,15,46,97,8,Yes,Yes,High School,85.93
1243,21,Male,71,27,85,93,9,Yes,Yes,Postgraduate,100.0
1244,17,Female,71,15,73,85,9,No,Yes,Graduate,100.0
1245,17,Male,99,28,81,84,3,Yes,Yes,High School,100.0
1246,17,Male,96,5,58,38,5,No,Yes,High School,71.51
1247,19,Female,66,23,97,82,6,Yes,Yes,Graduate,100.0
1248,23,Female,78,19,48,66,6,Yes,Yes,Postgraduate,98.27
1249,22,Female,95,26,87,85,10,Yes,No,High School,100.0
1250,23,Male,63,20,90,86,8,Yes,Yes,High School,100.0
1251,19,Male,99,26,57,68,6,No,Yes,Graduate,100.0
1252,22,Male,69,25,80,70,6,No,Yes,Postgraduate,100.0
1253,23,Female,99,26,87,77,4,Yes,Yes,High School,100.0
1254,17,Male,97,26,84,50,7,Yes,Yes,Postgraduate,100.0
1255,21,Male,82,14,81,93,8,Yes,No,High School,100.0
1256,22,Female,92,28,64,87,3,Yes,Yes,High School,100.0
1257,20,Female,64,17,91,53,7,Yes,Yes,High School,96.78
1258,20,Female,61,18,53,75,3,No,Yes,High School,80.71
1259,18,Female,89,21,83,81,8,No,Yes,High School,100.0
1260,22,Female,69,3,64,88,1,Yes,Yes,Postgraduate,76.38
1261,21,Male,79,2,58,89,1,No,Yes,High School,65.07
1262,19,Female,87,1,78,53,6,No,Yes,High School,64.67
1263,17,Male,52,10,94,96,10,Yes,Yes,High School,100.0
1264,18,Male,77,19,54,93,9,No,No,Graduate,98.28
1265,20,Female,75,17,55,99,4,No,Yes,Postgraduate,92.86
1266,19,Female,79,12,66,62,6,No,Yes,High School,80.94
1267,19,Female,62,1,79,52,5,No,Yes,Graduate,59.21
1268,17,Male,62,12,49,60,1,Yes,Yes,High School,73.83
1269,22,Female,51,17,43,53,6,No,Yes,Graduate,74.48
1270,20,Female,86,24,90,89,9,No,Yes,High School,100.0
1271,21,Female,98,3,58,91,3,No,Yes,Graduate,70.42
1272,19,Female,87,11,67,40,3,Yes,Yes,Graduate,64.93
1273,17,Female,51,17,60,35,2,No,Yes,Graduate,62.29
1274,21,Male,85,23,98,42,4,No,Yes,High School,93.58
1275,22,Male,75,26,86,85,10,No,Yes,High School,100.0
1276,20,Male,60,3,53,59,3,Yes,Yes,Graduate,59.35
1277,22,Female,57,8,72,81,2,Yes,Yes,Graduate,79.75
1278,19,Female,93,20,87,89,1,Yes,Yes,High School,96.21
1279,21,Female,89,4,49,98,3,Yes,Yes,Postgraduate,78.91
1280,21,Male,92,21,58,44,10,Yes,Yes,Graduate,100.0
